1 1.00000
2 1.69157
3 2.32581
4 2.64656
5 2.97896
6 3.28347
7 3.37056
8 3.58252
9 3.61970
10 3.82206
11 3.77214
12 3.83745
13 3.87242
14 4.03176
15 4.05115
16 4.13351
17 4.06071
18 4.21758
19 4.07646
20 4.24174
